Interest_Rate,Delay_from_due_date,Payment_of_Min_Amount,Outstanding_Debt,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Credit_Utilization_Ratio, Num_Bank_Accounts,Num_Credit_Card,Credit_Mix,Credit_History_Age,Credit_Score
20,25,Yes,10.29,1,8,1,34.76545077,3,5,Standard,21.16666667,Standard
20,30,Yes,10.29,16,8,1,41.31005991,10,7,Standard,28.83333333,Standard
20,25,NM,10.29,1,0,1,34.49752646,3,3,Standard,19.5,Standard
20,25,Yes,10.29,1,8,1,36.4242197,3,3,Good,20.58333333,Standard
20,28,NM,10.29,1,8,1,27.90276842,3,4,Standard,16.08333333,Standard
20,25,Yes,10.29,1,8,1,29.03553887,3,6,Standard,15.41666667,Standard
11,11,No,10.29,0,0,2,38.30859647,1,7,Good,16.83333333,Good
11,13,No,10.29,0,5,2,35.64323993,1,4,Standard,17.25,Good
11,9,No,10.29,0,2,2,38.52556468,1,7,Good,26.83333333,Good
11,13,No,10.29,0,0,2,34.7786718,1,4,Good,15.75,Good
11,13,No,10.29,0,6,2,43.16730642,1,6,Good,30.66666667,Good
11,15,NM,10.29,0,5,2,33.10814061,1,3,Good,24.08333333,Good
11,13,No,10.29,0,3,2,25.05380447,1,5,Good,18.75,Standard
12,30,Yes,10.52,7,9,7,28.56090602,7,10,Bad,0,Standard
12,26,NM,10.52,7,9,7,33.5922265,7,10,Bad,9.583333333,Standard
12,26,Yes,10.52,7,7,7,27.30077726,7,9,Bad,14.83333333,Standard
12,26,Yes,10.52,8,9,7,28.50696924,7,2,Bad,17.41666667,Standard
12,30,NM,10.52,8,9,7,35.51880873,7,6,Bad,13.08333333,Standard
12,26,Yes,10.52,8,9,7,32.51695557,7,8,Standard,9.833333333,Standard
5,4,No,10.54,2,7,4,28.75431468,5,6,Standard,0,Good
5,7,No,10.54,0,6,4,32.03903855,5,4,Good,0,Good
5,9,No,10.54,2,7,4,27.40310986,5,3,Good,17.41666667,Good
5,9,No,10.54,2,7,4,32.81144289,5,6,Good,30.16666667,Good
5,8,No,10.54,2,10,4,22.39894913,5,6,Good,17.5,Good
5,9,No,10.54,2,0,4,42.43062043,5,5,Good,22.5,Good
5,9,No,10.54,2,0,4,27.90877572,5,5,Good,8.083333333,Good
12,19,No,10.55,4,15,2,30.65573825,6,5,Standard,18.75,Good
12,24,NM,10.55,4,15,0,33.22508964,6,5,Good,20.75,Good
12,20,No,10.55,4,15,2,33.67459981,6,4,Standard,11.25,Good
12,24,No,10.55,4,14,2,39.95538639,6,3,Standard,7.083333333,Standard
12,24,No,10.55,4,15,2,35.59028342,6,4,Standard,12.5,Good
12,24,No,10.55,4,15,2,29.2971496,6,2,Good,25.16666667,Good
10,15,No,10.77,2,8,1,36.77914087,1,6,Good,29.33333333,Good
10,15,No,10.77,2,8,1,29.81963206,1,3,Good,30.08333333,Good
10,15,No,10.77,2,8,1,28.45118144,1,4,Good,24.41666667,Good
10,15,No,10.77,2,10,1,34.18108282,1,3,Good,20.16666667,Good
10,20,No,10.77,2,8,1,33.88973874,1,3,Good,28,Good
10,15,No,10.77,2,8,1,34.39208118,1,4,Good,21.33333333,Good
10,15,No,10.77,2,10,1,39.37982724,1,6,Standard,22.16666667,Standard
10,15,NM,10.77,2,9,1,35.35792595,1,4,Good,15.5,Good
6,3,No,10.89,2,3,3,35.51148325,0,4,Good,31.91666667,Good
6,2,No,10.89,2,4,3,32.75560403,0,5,Good,0,Good
6,3,No,10.89,2,3,3,32.90279188,0,1,Good,30.16666667,Good
6,3,No,10.89,2,5,3,23.99962777,0,3,Good,22.66666667,Standard
6,3,No,10.89,2,6,3,33.70112585,0,1,Good,16.41666667,Good
6,3,No,10.89,2,3,3,38.22541628,0,3,Good,0,Standard
6,4,No,10.89,0,3,3,38.04966303,0,7,Good,0,Good
6,3,NM,10.89,2,3,3,27.09665322,0,5,Good,31.83333333,Good
5,8,NM,11.02,2,2,1,26.49222585,1,5,Bad,6.416666667,Standard
5,8,No,11.02,3,0,1,24.31617028,1,5,Bad,2.75,Standard
5,8,No,11.02,3,1,1,31.50888684,1,6,Bad,12.66666667,Standard
5,8,No,11.02,3,2,1,28.20056833,1,6,Bad,13.33333333,Standard
5,8,No,11.02,3,4,1,32.60224539,1,9,Bad,0,Standard
5,8,No,11.02,3,3,1,24.18876729,1,6,Bad,16.83333333,Standard
9,10,No,11.49,4,0,0,39.90710377,4,6,Standard,21.41666667,Good
9,10,NM,11.49,4,0,0,31.82145132,4,5,Standard,13.75,Good
9,10,No,11.49,4,0,0,29.95174052,4,7,Standard,25,Standard
9,9,No,11.49,4,0,0,40.71406527,4,8,Bad,1.416666667,Good
9,8,No,11.49,4,0,0,32.75710342,4,4,Standard,5.833333333,Standard
7,12,NM,12.41,4,9,4,40.33881969,1,5,Bad,5.916666667,Good
7,14,No,12.41,4,14,4,39.12329767,1,6,Bad,6.916666667,Good
7,14,No,12.41,4,12,4,36.60231267,1,6,Bad,15.25,Standard
7,14,No,12.41,4,12,4,28.87409035,1,8,Bad,0,Good
7,14,No,12.41,4,12,4,39.52996918,1,7,Bad,14.58333333,Good
7,16,NM,12.41,4,13,4,32.15882721,1,9,Bad,0,Good
7,13,No,12.41,4,12,4,25.41275315,1,4,Standard,14.75,Good
7,14,No,12.41,9,12,4,30.59799252,1,10,Standard,20,Good
10,8,No,12.65,3,0,3,39.98304797,2,5,Bad,19.33333333,Good
10,5,No,12.65,0,1,3,34.17621936,2,5,Standard,12.33333333,Good
10,5,No,12.65,8,0,3,35.03673478,2,5,Bad,0,Good
10,5,NM,12.65,8,0,3,34.30202946,2,7,Standard,0,Good
10,4,No,12.65,8,0,3,36.7015051,2,5,Standard,19.66666667,Good
10,5,No,12.65,16,1,3,23.67054019,2,6,Bad,0,Good
10,5,No,12.65,8,0,3,34.66356269,2,6,Bad,8.5,Standard
12,25,Yes,12.9,8,17,7,28.77338877,8,8,Bad,6.166666667,Standard
12,23,Yes,12.9,8,18,7,24.49133972,8,9,Bad,15.41666667,Standard
12,24,Yes,12.9,8,18,7,26.74894918,8,3,Standard,13.83333333,Standard
12,20,Yes,12.9,8,18,7,36.25967797,8,8,Bad,19.75,Standard
12,20,Yes,12.9,8,21,7,33.45275731,8,9,Standard,12.25,Standard
12,20,Yes,12.9,8,20,7,36.82570775,8,6,Bad,1.666666667,Standard
12,20,Yes,12.9,8,16,7,27.61925236,8,10,Bad,12.41666667,Standard
12,27,No,13.24,3,9,4,35.24804802,8,8,Bad,7.5,Standard
12,19,No,13.24,3,8,4,26.38536318,8,9,Bad,0,Standard
12,23,No,13.24,3,11,4,32.26767882,8,8,Bad,16.33333333,Poor
12,23,No,13.24,3,6,4,26.0992308,8,9,Bad,16.75,Poor
12,23,No,13.24,3,9,4,28.88688143,8,8,Bad,8.25,Poor
12,20,NM,13.24,3,9,4,26.20085888,8,8,Bad,7.916666667,Poor
12,23,No,13.24,3,6,4,27.12417259,8,9,Bad,3.833333333,Poor
9,9,NM,13.57,1,13,3,33.21798116,4,7,Standard,26.08333333,Standard
9,9,No,13.57,1,11,3,31.50133254,4,6,Standard,33.16666667,Standard
9,9,No,13.57,1,13,3,36.0223477,4,7,Good,27.91666667,Standard
9,6,No,13.57,1,10,3,36.14052673,4,7,Bad,13.91666667,Good
9,9,No,13.57,1,0,3,27.61491143,5,4,Standard,5.666666667,Good
9,9,No,13.57,5,14,3,36.92623433,5,5,Standard,13.25,Good
9,9,No,13.57,5,0,3,43.36791382,5,7,Standard,20.16666667,Standard
9,9,NM,13.57,5,11,3,43.28644694,5,5,Standard,8.416666667,Standard
6,23,Yes,13.59,0,12,3,39.68699241,3,5,Bad,9.833333333,Standard
6,23,Yes,13.59,0,13,3,36.73988235,3,3,Standard,14.5,Standard
6,26,Yes,13.59,0,10,3,30.98722526,3,5,Standard,22.41666667,Standard
6,23,Yes,13.59,0,12,3,38.37429293,3,9,Bad,0.833333333,Standard
6,23,Yes,13.59,0,12,3,31.4755765,3,7,Standard,30.41666667,Standard
6,27,Yes,13.59,5,0,3,37.11795584,3,6,Standard,25.75,Standard
6,23,Yes,13.59,5,15,3,35.58075113,3,5,Good,27.33333333,Standard
6,21,Yes,13.59,16,12,3,35.73347085,3,7,Standard,24.91666667,Standard
17,6,Yes,13.72,1,20,1,28.51863454,3,6,Standard,18.16666667,Standard
17,10,Yes,13.72,16,20,1,27.64838072,3,6,Standard,0,Standard
17,10,Yes,13.72,1,22,1,29.25488355,3,5,Standard,20.83333333,Standard
17,10,Yes,13.72,1,20,1,24.59915154,3,4,Standard,15.16666667,Good
17,13,Yes,13.72,1,20,1,26.47021532,3,5,Standard,24.66666667,Good
17,10,Yes,13.72,1,20,1,34.31730331,3,6,Standard,14.66666667,Good
17,10,Yes,13.72,1,0,1,37.03916097,3,5,Standard,0,Good
17,10,Yes,13.72,1,20,1,27.02516836,3,5,Standard,26.41666667,Good
1,10,NM,14.34,3,5,3,32.04382928,2,7,Bad,0,Good
1,10,No,14.34,3,5,3,24.17125978,2,7,Standard,20.16666667,Good
1,11,NM,14.34,3,0,3,25.14151964,2,4,Good,0,Good
1,7,No,14.34,3,5,3,31.81256702,2,5,Good,19.08333333,Good
1,10,No,14.34,3,5,3,33.22247309,2,8,Bad,7.916666667,Standard
1,10,No,14.34,4,5,3,28.77075307,2,5,Standard,24.66666667,Good
1,10,No,14.34,4,5,3,33.82743741,2,6,Good,20.58333333,Standard
1,10,No,14.34,4,5,0,35.18190176,2,3,Standard,23.58333333,Good
6,14,No,14.56,3,11,4,26.83720146,5,9,Bad,15.66666667,Good
6,10,No,14.56,3,9,4,24.1568405,10,5,Good,15.66666667,Good
6,14,NM,14.56,3,13,4,23.01931092,5,7,Bad,11.91666667,Good
6,14,No,14.56,3,14,4,24.85526106,5,10,Bad,9.75,Standard
6,14,No,14.56,3,11,4,38.52794397,5,6,Standard,9.666666667,Good
6,14,No,14.56,8,11,4,33.96299942,5,4,Standard,11.25,Good
6,17,No,14.56,8,11,4,35.79624283,5,4,Standard,15.83333333,Good
6,13,No,14.56,8,11,4,27.05167547,5,6,Bad,11,Good
2,23,No,14.96,4,5,0,32.05505578,0,3,Standard,21.5,Poor
2,23,No,14.96,4,4,0,27.3508134,0,3,Good,32.41666667,Poor
2,23,No,14.96,4,4,0,34.56580322,0,4,Good,21.5,Poor
2,23,No,14.96,4,3,0,35.85968942,0,3,Standard,19.41666667,Poor
2,25,No,14.96,4,5,0,42.96666179,0,7,Standard,33,Poor
2,26,No,14.96,4,0,9,39.74051269,0,3,Good,23.66666667,Poor
2,25,No,14.96,4,4,0,37.30540655,0,7,Good,30.25,Poor
11,10,No,15.03,1,1,0,38.4108386,2,4,Good,23.41666667,Good
11,8,No,15.03,1,0,0,30.2779843,2,1,Good,16.91666667,Good
11,12,No,15.03,1,3,0,36.64346439,2,1,Good,17,Good
11,10,No,15.03,1,1,0,26.45980561,2,3,Good,0,Good
11,11,No,15.03,1,0,0,41.54869445,2,5,Good,0,Good
11,11,No,15.03,1,0,0,40.34415485,2,5,Good,25.5,Good
11,10,No,15.03,1,1,0,33.35921967,2,5,Good,30.33333333,Good
15,25,Yes,15.18,2,9,4,38.76090068,8,6,Good,22.5,Standard
15,25,Yes,15.18,2,7,4,32.96892991,8,6,Good,15.91666667,Standard
15,25,Yes,15.18,2,8,4,34.10450344,8,6,Good,28.33333333,Standard
15,25,Yes,15.18,2,8,4,28.91866916,8,5,Good,19.58333333,Standard
15,25,Yes,15.18,2,8,4,24.31983103,8,3,Good,0,Standard
15,25,Yes,15.18,2,10,4,28.18938198,8,5,Good,25.58333333,Standard
15,25,Yes,15.18,2,8,4,22.34676394,8,7,Good,17.08333333,Standard
10,5,No,15.43,1,3,3,30.20069725,3,9,Bad,18.91666667,Poor
10,8,No,15.43,1,0,3,37.36814294,3,8,Bad,16.25,Poor
10,5,NM,15.43,1,2,3,35.32080848,3,8,Bad,5.583333333,Poor
10,5,No,15.43,1,5,3,27.7790053,3,7,Bad,9.666666667,Poor
10,10,No,15.43,1,2,3,28.83102247,3,5,Bad,8.583333333,Poor
10,3,No,15.43,1,2,3,26.54888775,3,3,Standard,9.333333333,Poor
10,2,NM,15.43,1,2,3,37.72393863,3,6,Bad,1.583333333,Standard
10,5,No,15.43,1,2,3,31.26367963,3,8,Bad,12.41666667,Standard
12,4,No,15.47,0,0,3,24.04484946,2,9,Bad,10.5,Good
12,4,No,15.47,0,0,3,25.86691578,2,10,Bad,17.91666667,Good
12,4,No,15.47,2,0,3,34.04823937,2,8,Standard,15,Good
12,1,NM,15.47,2,3,3,34.28925823,2,4,Standard,6.333333333,Standard
12,4,No,15.47,2,0,3,29.92379757,2,7,Bad,17.25,Standard
12,4,No,15.47,2,3,3,24.27631921,2,9,Bad,18.08333333,Standard
12,7,No,15.47,2,0,3,36.01308219,2,10,Bad,1.416666667,Standard
12,5,No,15.47,2,0,3,38.93729386,2,7,Bad,4.916666667,Standard
18,5,NM,15.58,0,20,1,43.13903347,7,4,Good,27.41666667,Standard
18,5,Yes,15.58,0,17,0,37.21534053,7,4,Standard,19.25,Standard
18,4,Yes,15.58,0,20,1,27.50933637,7,6,Good,21.75,Standard
18,3,NM,15.58,5,20,1,33.7591596,7,4,Standard,24.08333333,Poor
18,5,Yes,15.58,5,17,1,28.60539919,7,6,Standard,17.83333333,Poor
18,5,Yes,15.58,5,20,1,35.35417786,7,3,Good,25.91666667,Standard
2,8,No,15.74,4,5,0,24.04698497,3,4,Good,20.5,Poor
2,8,No,15.74,4,5,1,33.40907879,3,3,Good,25.91666667,Standard
2,8,No,15.74,4,5,1,31.76335,3,1,Good,20,Poor
2,8,No,15.74,4,5,1,35.4802918,3,5,Good,0,Poor
2,4,No,15.74,4,5,1,36.75786576,3,6,Good,27.33333333,Poor
2,4,No,15.74,4,5,0,29.39945889,3,7,Good,15.83333333,Poor
2,8,No,15.74,4,5,1,29.83245007,3,7,Standard,0,Poor
2,7,No,15.74,6,5,1,35.31979545,3,3,Good,31.5,Poor
11,2,No,15.81,1,0,4,33.75671369,5,7,Good,12,Good
11,2,No,15.81,1,0,4,38.18360066,5,5,Standard,32.58333333,Good
11,2,NM,15.81,1,0,4,33.41549137,5,3,Standard,33.08333333,Good
11,2,No,15.81,1,0,4,22.77082919,5,3,Good,29.58333333,Standard
11,2,NM,15.81,1,0,4,35.5800531,5,2,Good,23.08333333,Good
11,2,No,15.81,1,0,4,29.15300503,5,3,Standard,22.16666667,Good
8,12,No,16.18,4,7,3,31.73276722,3,5,Bad,1.583333333,Standard
8,12,No,16.18,4,9,3,38.33104919,3,7,Standard,32.33333333,Standard
8,7,NM,16.18,4,12,3,33.35623807,3,5,Standard,16.66666667,Standard
8,12,No,16.18,4,11,3,32.52860789,3,6,Standard,0,Good
8,12,No,16.18,4,9,0,37.08293751,3,3,Standard,0,Good
8,12,No,16.18,4,9,3,33.24877563,3,7,Standard,25.33333333,Standard
8,12,No,16.18,4,9,3,40.38123507,3,7,Bad,5.333333333,Good
6,14,Yes,16.3,2,15,1,32.54387928,8,4,Good,25.33333333,Standard
6,14,Yes,16.3,2,12,1,32.08042784,8,2,Good,25.08333333,Standard
6,14,Yes,16.3,6,15,1,35.71670025,8,3,Good,30.83333333,Standard
6,14,Yes,16.3,6,15,1,30.86323599,8,3,Standard,11.83333333,Standard
6,14,Yes,16.3,6,15,0,35.94399956,8,5,Standard,19.66666667,Standard
2,18,No,16.36,1,8,2,31.94224477,0,4,Standard,30.08333333,Good
2,13,No,16.36,1,10,2,36.34022207,0,6,Good,25.25,Good
2,12,No,16.36,1,12,2,32.84505222,0,7,Good,27.41666667,Good
2,13,NM,16.36,1,10,2,28.39867765,0,5,Good,32.83333333,Good
2,15,No,16.36,1,10,2,45.20336657,0,4,Standard,15,Good
2,16,No,16.36,1,10,2,40.77541697,0,4,Good,29.5,Good
2,13,No,16.36,3,10,2,35.234093,0,5,Good,16.08333333,Good
2,13,No,16.36,3,10,2,40.40126456,0,5,Good,29.91666667,Good
5,20,No,16.42,0,20,3,30.32452367,4,3,Standard,24.16666667,Standard
5,20,No,16.42,0,20,3,25.15101904,4,4,Good,32.91666667,Good
5,20,No,16.42,0,19,3,26.22191251,4,4,Good,31.91666667,Good
5,20,No,16.42,0,20,3,29.63383782,4,4,Good,19.91666667,Good
5,17,No,16.42,0,0,3,28.62094168,10,4,Good,28.25,Good
5,20,No,16.42,0,20,3,37.49473146,4,3,Standard,20.91666667,Good
5,20,No,16.42,0,20,3,31.07039623,4,5,Standard,26.25,Good
5,17,No,16.42,0,20,3,26.81773028,4,4,Good,20.91666667,Good
17,28,Yes,16.45,7,9,2,35.43970029,8,8,Bad,0,Standard
17,28,Yes,16.45,7,9,2,29.70804354,8,9,Bad,2.416666667,Standard
17,23,Yes,16.45,7,9,2,26.29672952,8,6,Bad,2.166666667,Standard
17,28,Yes,16.45,7,9,2,33.96408789,8,6,Bad,2.083333333,Standard
17,28,Yes,16.45,7,6,2,37.29015183,8,10,Bad,8.583333333,Standard
17,31,Yes,16.45,7,9,2,25.60924096,8,7,Bad,19.58333333,Standard
17,27,Yes,16.45,7,9,2,37.84896012,8,5,Bad,12.25,Standard
14,26,No,16.45,0,17,4,30.12583885,7,5,Good,22.41666667,Standard
14,26,No,16.45,0,20,4,39.87712058,7,4,Good,32.25,Standard
14,26,No,16.45,5,20,4,28.99575532,7,4,Good,22.41666667,Standard
14,26,No,16.45,5,20,4,35.59675173,7,3,Good,21.91666667,Standard
14,26,No,16.45,5,20,4,35.65485463,7,5,Good,0,Standard
14,26,No,16.45,5,18,4,32.06891342,7,1,Good,27.08333333,Standard
14,26,No,16.45,5,17,4,38.07718832,7,3,Standard,15.33333333,Standard
3,4,No,16.88,4,8,0,40.36670468,4,4,Standard,25.83333333,Standard
3,4,No,16.88,4,6,0,39.56065183,4,3,Standard,27.91666667,Good
3,4,No,16.88,4,0,0,29.81407689,4,7,Standard,30.41666667,Standard
3,4,No,16.88,8,8,0,33.68027297,4,6,Standard,29.33333333,Good
3,1,No,16.88,8,8,0,24.13613278,4,6,Standard,0,Good
3,8,No,16.88,8,6,0,26.15938155,4,3,Standard,27.25,Good
3,4,No,16.88,8,8,0,41.83979924,4,4,Good,33.16666667,Good
7,22,Yes,17.6,6,8,2,24.13849922,5,7,Good,0,Standard
7,22,Yes,17.6,6,11,2,37.28221579,5,4,Standard,33,Standard
7,22,Yes,17.6,6,8,2,38.82233621,5,7,Standard,0,Standard
7,22,Yes,17.6,6,8,2,26.05779854,5,7,Standard,21.75,Standard
7,25,NM,17.6,6,8,2,30.06724316,5,5,Good,33.16666667,Standard
7,22,Yes,17.6,6,0,2,26.43944384,5,4,Standard,18.58333333,Standard
7,22,Yes,17.6,6,8,2,30.03990509,5,3,Standard,7.666666667,Good
7,22,Yes,17.6,6,10,2,38.65413189,5,7,Standard,0,Good
18,29,NM,17.72,1,20,1,32.34951599,8,6,Standard,17.33333333,Standard
18,29,Yes,17.72,1,17,1,28.23562086,10,5,Bad,8.583333333,Standard
18,29,Yes,17.72,1,0,1,24.62741534,8,3,Standard,15.16666667,Standard
18,29,Yes,17.72,5,20,1,32.42131659,8,4,Bad,6.416666667,Standard
18,26,NM,17.72,5,20,1,30.65896799,8,3,Standard,14.83333333,Good
18,27,Yes,17.72,5,20,1,40.03239315,8,5,Standard,8.666666667,Good
3,3,No,17.81,1,1,4,36.2170565,2,10,Bad,0,Good
3,3,No,17.81,1,2,4,37.69600505,2,8,Bad,16.08333333,Good
3,6,No,17.81,1,0,4,36.75957353,2,9,Standard,18.41666667,Good
3,3,No,17.81,1,0,4,41.02438759,2,8,Bad,7.916666667,Good
3,0,No,17.81,1,2,4,33.31563181,2,5,Bad,11.5,Good
3,3,No,17.81,1,0,4,31.20340735,2,6,Bad,2.5,Standard
3,8,NM,17.81,1,0,4,35.28893326,2,6,Bad,18.66666667,Standard
3,3,No,17.81,1,0,4,23.52814939,2,5,Bad,9.5,Good
12,12,No,17.87,4,13,4,29.92662539,5,7,Bad,1.583333333,Good
12,12,No,17.87,4,11,4,39.1368135,5,5,Standard,11.75,Good
12,12,No,17.87,4,8,4,38.47894787,5,7,Bad,3.25,Good
12,12,No,17.87,4,11,4,35.28517782,5,7,Bad,5.333333333,Good
12,12,No,17.87,4,11,4,38.02892552,5,6,Standard,15.91666667,Good
12,12,No,17.87,8,10,4,31.39502752,5,6,Standard,18.25,Good
12,12,NM,17.87,8,9,4,38.89780862,5,5,Bad,0,Good
12,12,No,17.87,8,11,4,30.07224748,5,7,Bad,12,Good
5,12,No,18.15,4,0,2,34.57953604,1,6,Standard,28.41666667,Good
5,8,No,18.15,8,9,2,28.21908405,1,7,Standard,17.66666667,Good
5,10,No,18.15,8,9,2,28.94114208,1,3,Standard,0,Good
5,8,No,18.15,8,6,2,39.10992725,1,6,Standard,23.25,Good
5,13,No,18.15,8,9,2,27.34115912,1,3,Standard,27.91666667,Good
5,8,No,18.15,8,9,2,35.54725322,1,5,Standard,11.5,Standard
7,22,No,18.29,1,14,4,27.3303958,5,8,Standard,17.33333333,Poor
7,27,No,18.29,1,12,4,37.82317123,5,9,Bad,18.5,Poor
7,27,No,18.29,1,9,4,34.54591538,5,5,Bad,13.08333333,Poor
7,27,No,18.29,1,10,4,27.77934282,5,7,Bad,12.66666667,Poor
7,27,No,18.29,1,10,4,39.15371881,5,5,Good,17.75,Standard
7,28,No,18.29,1,12,4,33.48622963,5,7,Bad,9.166666667,Poor
7,32,No,18.29,1,14,4,26.83189427,5,10,Bad,4.416666667,Standard
7,3,No,18.31,4,8,0,31.2161375,3,6,Standard,0,Standard
7,3,No,18.31,4,0,0,30.897594,3,4,Good,17.25,Standard
7,3,No,18.31,4,0,0,32.33021105,3,3,Good,21,Standard
7,4,No,18.31,4,9,0,29.74186953,3,4,Standard,6.25,Standard
7,3,No,18.31,8,8,0,33.55886007,3,2,Good,26.33333333,Standard
7,0,No,18.31,8,11,0,42.54463158,3,7,Standard,18.5,Standard
7,3,No,18.31,8,8,0,31.62861944,3,4,Standard,24.75,Standard
13,20,Yes,18.55,8,8,2,30.72410794,4,7,Bad,6.166666667,Standard
13,20,Yes,18.55,8,8,2,40.23420947,4,7,Bad,0,Standard
13,20,Yes,18.55,8,8,2,32.1648145,4,7,Bad,8.333333333,Standard
13,20,Yes,18.55,12,8,2,38.44941156,4,7,Bad,16.16666667,Standard
13,18,Yes,18.55,12,8,2,36.60861666,4,10,Bad,4.083333333,Standard
13,20,Yes,18.55,0,8,2,32.37552604,4,10,Bad,20.16666667,Standard
5,18,No,18.93,0,6,1,31.31047407,4,10,Bad,3.583333333,Good
5,15,No,18.93,0,6,1,34.61985389,4,4,Standard,0,Good
5,15,No,18.93,0,3,1,40.1449321,4,6,Good,23.75,Good
5,15,No,18.93,0,9,1,38.70360326,4,4,Good,17.16666667,Standard
5,12,No,18.93,0,6,1,34.31012662,4,8,Bad,4.333333333,Standard
5,15,No,18.93,0,6,1,35.49326364,4,4,Standard,15.75,Standard
5,15,No,18.93,0,6,1,31.63341856,4,3,Standard,24.41666667,Good
5,15,No,18.93,3,6,1,23.20386543,4,7,Bad,0,Good
16,7,No,18.99,3,9,4,37.27994208,8,5,Good,17.83333333,Standard
16,10,No,18.99,3,9,4,29.4383489,7,4,Standard,0,Standard
16,7,No,18.99,3,6,4,36.84267564,7,3,Good,27.33333333,Standard
16,7,No,18.99,3,9,4,32.49381969,7,3,Good,0,Standard
16,7,No,18.99,3,9,4,28.31957958,7,4,Good,18.91666667,Standard
16,4,No,18.99,3,12,0,39.28282575,7,7,Standard,19.83333333,Standard
16,7,No,18.99,3,0,4,35.71643278,7,7,Good,29.75,Standard
16,7,No,18.99,0,9,4,33.15760363,7,6,Bad,17.75,Standard
19,8,Yes,19.11,2,12,2,25.3171125,8,7,Bad,15.16666667,Standard
19,8,Yes,19.11,2,12,2,36.25982978,8,7,Standard,16.16666667,Standard
19,8,Yes,19.11,2,12,2,38.76077483,8,6,Bad,7.583333333,Standard
19,7,Yes,19.11,2,11,2,39.8208621,8,6,Standard,20.33333333,Standard
19,8,Yes,19.11,2,12,2,24.29465143,8,10,Bad,0.416666667,Standard
19,8,Yes,19.11,2,10,2,30.96996944,8,7,Bad,0,Standard
19,8,Yes,19.11,2,12,2,24.34779626,8,7,Bad,15.25,Standard
19,8,Yes,19.11,2,15,2,32.82214247,8,10,Bad,0.833333333,Standard
9,9,No,19.36,0,11,3,30.1056513,5,3,Good,0,Standard
9,9,No,19.36,0,11,3,23.78005197,5,6,Good,15.75,Good
9,9,No,19.36,0,0,0,37.18519548,5,7,Good,0,Good
9,9,No,19.36,0,11,3,39.34256487,5,2,Standard,23.08333333,Standard
9,9,No,19.36,2,12,3,32.20326494,5,1,Good,23.5,Good
9,5,No,19.36,2,14,3,28.78309913,5,7,Good,30.16666667,Good
9,9,No,19.36,2,11,3,27.82028149,5,2,Good,31.08333333,Good
7,19,No,19.43,3,0,3,31.52031739,3,5,Standard,17.66666667,Good
7,14,No,19.43,0,7,3,39.58591887,3,4,Good,28.58333333,Good
7,23,No,19.43,3,8,3,36.04774833,3,3,Standard,11.83333333,Good
7,19,NM,19.43,3,10,3,35.04242935,3,3,Standard,7.666666667,Good
7,19,No,19.43,3,5,3,38.62595998,3,3,Standard,31.33333333,Good
7,19,No,19.43,3,6,3,28.17560934,3,4,Good,18.75,Good
7,19,No,19.43,7,8,3,29.59263484,3,5,Bad,13.83333333,Good
11,29,Yes,19.94,3,0,0,35.55555362,4,4,Standard,25.16666667,Standard
11,27,Yes,19.94,8,15,0,34.66082886,4,7,Good,15.08333333,Standard
11,29,Yes,19.94,8,0,0,35.66458137,10,4,Standard,28.75,Standard
11,29,Yes,19.94,8,13,0,33.47722247,4,5,Standard,15.33333333,Standard
11,33,Yes,19.94,8,15,0,39.09933605,10,7,Good,19.66666667,Standard
11,26,Yes,19.94,8,12,0,34.99549076,4,5,Good,28.16666667,Standard
11,29,Yes,19.94,8,15,0,28.16924623,4,6,Good,31.75,Standard
8,1,No,19.96,0,7,4,29.91447544,5,5,Good,28.25,Good
8,0,No,19.96,0,5,0,39.70432461,5,7,Good,21.5,Good
8,0,NM,19.96,0,5,4,38.23926606,5,7,Standard,18.16666667,Good
8,1,No,19.96,0,0,4,33.32140831,5,7,Standard,16.58333333,Good
8,1,No,19.96,0,5,4,36.63741355,5,3,Standard,23.83333333,Good
8,3,No,19.96,0,5,0,24.25024993,5,3,Standard,15.91666667,Good
8,4,No,19.96,0,7,4,35.71507969,5,5,Good,31.25,Good
8,1,NM,19.96,0,3,4,27.74470871,5,6,Standard,31.16666667,Good
10,15,Yes,20.09,5,20,0,26.89854925,6,7,Standard,16.66666667,Standard
10,15,Yes,20.09,5,0,0,39.86934914,6,5,Standard,28.58333333,Good
10,17,NM,20.09,5,21,0,37.13770418,6,6,Good,29.58333333,Good
10,15,Yes,20.09,5,18,0,36.73564244,6,4,Good,24.25,Good
6,16,No,20.88,4,11,4,33.40533797,3,7,Standard,24.66666667,Poor
6,16,No,20.88,4,9,4,32.37479977,3,4,Standard,12.25,Poor
6,11,No,20.88,4,11,4,28.83433449,3,4,Standard,11.41666667,Poor
6,15,No,20.88,4,9,4,34.10926303,3,4,Standard,19.25,Poor
6,16,NM,20.88,4,9,4,28.85585554,3,8,Bad,14.33333333,Poor
6,16,No,20.88,4,7,4,32.09015195,3,8,Good,5.583333333,Poor
6,16,NM,20.88,4,9,4,36.21471683,3,5,Standard,23.75,Standard
6,16,No,20.88,9,9,4,34.65427907,3,7,Standard,8.083333333,Standard
5,22,Yes,20.94,5,17,0,25.47220811,8,5,Bad,11.91666667,Standard
5,24,Yes,20.94,10,17,0,36.98090666,8,4,Good,28.33333333,Standard
